date,trades_count,gross_pnl,charges,net_pnl,equity,daily_return_pct
2023-10-31,5,0.0,87.04,-87.04,56862.74,-0.15
2023-11-01,5,0.0,86.62,-86.62,56776.12,-0.15
2023-11-02,5,-0.0,86.69,-86.69,56689.43,-0.15
2023-11-03,5,0.0,86.6,-86.6,56602.83,-0.15
2023-11-06,5,-393.68,85.83,-479.51,56123.32,-0.85
2023-11-07,5,0.0,85.79,-85.79,56037.53,-0.15
2023-11-08,5,0.0,82.19,-82.19,55955.34,-0.15
2023-11-09,5,-352.83,84.85,-437.68,55517.66,-0.78
2023-11-10,5,-21.66,84.4,-106.06,55411.6,-0.19
2023-11-13,5,-463.61,83.83,-547.44,54864.16,-0.99
2023-11-15,5,0.0,83.0,-83.0,54781.16,-0.15
2023-11-16,5,39.6,83.36,-43.76,54737.4,-0.08
2023-11-17,5,-421.86,82.24,-504.1,54233.3,-0.92
2023-11-20,5,-68.88,81.72,-150.6,54082.7,-0.28
2023-11-21,5,-375.76,81.91,-457.67,53625.03,-0.85
2023-11-22,5,-57.12,77.44,-134.56,53490.47,-0.25
2023-11-23,5,-73.92,81.3,-155.22,53335.25,-0.29
2023-11-24,5,0.0,81.11,-81.11,53254.14,-0.15
2023-11-28,5,0.0,79.8,-79.8,53174.34,-0.15
2023-11-29,5,0.0,80.74,-80.74,53093.6,-0.15
2023-11-30,5,-331.67,79.01,-410.68,52682.92,-0.77
2023-12-01,5,0.0,80.35,-80.35,52602.57,-0.15
2023-12-04,5,0.0,80.06,-80.06,52522.51,-0.15
2023-12-05,5,0.0,78.02,-78.02,52444.49,-0.15
2023-12-06,5,0.0,76.1,-76.1,52368.39,-0.15
2023-12-07,5,-418.28,79.63,-497.91,51870.48,-0.95
2023-12-08,5,0.0,78.94,-78.94,51791.54,-0.15
2023-12-11,5,-719.66,78.25,-797.91,50993.63,-1.54
2023-12-12,5,-334.95,77.7,-412.65,50580.98,-0.81
2023-12-13,5,0.0,77.11,-77.11,50503.87,-0.15
2023-12-14,5,0.0,75.87,-75.87,50428.0,-0.15
2023-12-15,5,0.0,77.06,-77.06,50350.94,-0.15
2023-12-18,5,-351.26,76.62,-427.88,49923.06,-0.85
2023-12-19,5,25.62,76.13,-50.51,49872.55,-0.1
2023-12-20,5,-343.4,74.29,-417.69,49454.86,-0.84
2023-12-21,5,0.0,75.41,-75.41,49379.45,-0.15
2023-12-22,5,0.0,75.2,-75.2,49304.25,-0.15
2023-12-26,5,0.0,75.39,-75.39,49228.86,-0.15
2023-12-27,5,0.0,75.07,-75.07,49153.79,-0.15
2023-12-28,5,-19.63,74.77,-94.4,49059.39,-0.19
2023-12-29,5,9.81,74.46,-64.65,48994.74,-0.13
2024-01-01,5,-7.32,74.47,-81.79,48912.95,-0.17
2024-01-02,5,0.0,74.06,-74.06,48838.89,-0.15
2024-01-03,5,0.0,74.44,-74.44,48764.45,-0.15
2024-01-04,5,0.0,74.36,-74.36,48690.09,-0.15
2024-01-05,5,0.0,74.3,-74.3,48615.79,-0.15
2024-01-08,5,-339.98,73.63,-413.61,48202.18,-0.85
